,Sample Number,Sampled Date,Partial Postal Code,Lead Amount ppb
3484,1536645,2014-01-01,M4E,7.80
3482,1536641,2014-01-03,M1L,0.0920
3475,1535461,2014-01-09,M4G,0.880
3476,1535457,2014-01-09,M4C,1.60
3474,1537589,2014-01-10,M4C,<0.0500
3471,1536622,2014-01-13,M6P,0.460
3462,1545982,2014-01-16,M6P,0.360
3463,1546030,2014-01-16,M6P,4.40
3460,1540984,2014-01-19,M9B,0.780
3444,1541356,2014-01-28,M6R,12.0
3443,1545983,2014-01-29,M4P,0.230
3403,1551409,2014-02-25,M1M,0.0600
3400,1555569,2014-03-02,M3M,<0.0500
3399,1556417,2014-03-06,M6J,2.60
3398,1555544,2014-03-07,M6M,2.50
3397,1556416,2014-03-07,M4J,0.690
3396,1555515,2014-03-08,M4B,0.0560
3394,1555510,2014-03-10,M6K,2.40
3395,1565880,2014-03-10,M4P,<0.0500
3393,1556418,2014-03-11,M6J,0.930
3392,1565882,2014-03-11,M6M,0.0619
3391,1556414,2014-03-11,M6P,0.0790
3390,1556412,2014-03-11,M4S,0.270
3389,1556415,2014-03-11,M6J,7.60
3388,1559196,2014-03-13,M4C,0.120
3387,1559192,2014-03-14,M3H,0.0680
3386,1565881,2014-03-14,M4K,0.258
3385,1562001,2014-03-17,M4K,0.220
3384,1560885,2014-03-17,M6J,8.40
3383,1565892,2014-03-18,M3J,0.0938
3382,1562005,2014-03-18,M5P,2.40
3381,1559191,2014-03-19,M4L,0.140
3377,1561989,2014-03-20,M4C,3.00
3378,1559203,2014-03-20,M1P,0.320
3379,1562002,2014-03-20,M6K,1.90
3380,1561990,2014-03-20,M4L,7.00
3376,1561992,2014-03-21,M4C,0.850
3375,1561993,2014-03-21,M4M,2.90
3374,1565894,2014-03-23,M4N,0.249
3373,1560886,2014-03-23,M6R,2.20
3372,1560883,2014-03-24,M8V,<0.0500
3371,1561988,2014-03-24,M6H,1.90
3370,1562000,2014-03-24,M4C,4.70
3369,1561991,2014-03-25,M4L,5.10
3368,1560882,2014-03-25,M8W,3.60
3367,1560771,2014-03-26,M1H,0.0500
3366,1561999,2014-03-26,M4G,3.70
3365,1560884,2014-03-26,M9C,0.260
3363,1567257,2014-03-27,M4M,3.78
3364,1564745,2014-03-27,M6H,0.117
3362,1568757,2014-03-28,M6H,0.732
3361,1563706,2014-03-28,M1L,0.139
3360,1567271,2014-03-31,M6N,3.80
3359,1567270,2014-03-31,M6H,0.472
3358,1564734,2014-03-31,M9R,<0.0500
3357,1567273,2014-03-31,M6H,0.962
3356,1564736,2014-03-31,M6H,0.108
3354,1563708,2014-04-01,M4J,2.57
3351,1563707,2014-04-01,M4L,0.802
3349,1564733,2014-04-02,M9R,0.199
3348,1567259,2014-04-02,M6K,5.66
3344,1567228,2014-04-04,M4G,3.36
3342,1567226,2014-04-05,M4C,3.28
3341,1565893,2014-04-06,M3H,0.0990
3338,1565885,2014-04-07,M2N,0.204
3333,1567248,2014-04-08,M1N,0.539
3337,1568412,2014-04-08,M4S,0.0843
3336,1567268,2014-04-08,M5N,0.773
3331,1568415,2014-04-09,M1N,1.37
3328,1568413,2014-04-10,M4L,6.25
3320,1570901,2014-04-14,M6J,<0.0500
3321,1569992,2014-04-14,M4L,5.17
3322,1570003,2014-04-14,M4J,0.0945
3315,1573341,2014-04-16,M6C,0.298
3314,1570002,2014-04-16,M4V,0.163
3313,1573056,2014-04-17,M2M,0.500
3311,1573356,2014-04-21,M6S,<0.0500
3310,1575139,2014-04-22,M4T,3.18
3308,1570904,2014-04-22,M6N,4.31
3309,1575137,2014-04-22,M1N,0.559
3306,1573369,2014-04-23,M8V,0.130
3302,1576198,2014-04-23,M5R,0.459
3301,1573048,2014-04-23,M4G,0.0868
3290,1583973,2014-04-25,M1M,0.313
3294,1583822,2014-04-25,M4E,<0.0500
3285,1574999,2014-04-27,M4J,0.200
3277,1575144,2014-04-30,M6J,13.2
3247,1580516,2014-05-14,Tor,0.0719
3239,1583375,2014-05-16,M6P,1.02
3236,1583373,2014-05-17,M5R,0.816
3229,1583796,2014-05-20,M4J,1.53
3195,1588673,2014-05-20,M1R,0.158
3223,1584726,2014-05-20,M4L,4.73
3224,1583800,2014-05-20,M4J,2.34
3189,1583318,2014-05-20,M4R,2.58
3227,1586775,2014-05-20,M6E,5.37
3197,1583527,2014-05-20,M4R,0.159
3089,1583613,2014-05-21,M2N,0.184
3167,1589008,2014-05-21,M6E,3.74
3114,1583372,2014-05-21,M4C,0.400
3127,1586474,2014-05-21,M1R,0.0750
3078,1583931,2014-05-21,M4C,0.227
3047,1584753,2014-05-21,M4S,4.43
3155,1584799,2014-05-21,M6G,0.218
3042,1583878,2014-05-21,M4J,0.167
3040,1583874,2014-05-21,M4J,0.0847
3173,1583824,2014-05-21,M4J,0.112
3075,1583679,2014-05-21,M4C,0.434
3084,1583813,2014-05-21,M4C,0.186
3063,1583626,2014-05-21,M5M,1.92
3169,1585355,2014-05-21,M9A,<0.0500
3134,1584783,2014-05-21,M6C,3.99
3168,1584969,2014-05-21,M4C,2.48
2895,1584741,2014-05-22,M5M,0.0536
2944,1583547,2014-05-22,M4E,0.136
2969,1585748,2014-05-22,M4N,0.234
2988,1586620,2014-05-22,M4M,0.108
3013,1584809,2014-05-22,M6R,0.0801
2916,1584798,2014-05-22,M4G,0.381
2881,1584800,2014-05-22,M6R,0.0889
2987,1587995,2014-05-22,M4J,<0.0500
3015,1587924,2014-05-22,M1V,0.492
2918,1583943,2014-05-22,M4C,0.431
2972,1583920,2014-05-22,M4B,1.42
2824,1587393,2014-05-23,M4V,4.45
2835,1585565,2014-05-23,M5M,4.69
2776,1587055,2014-05-23,M6P,0.321
2812,1587129,2014-05-23,M6H,1.30
2808,1587047,2014-05-23,M6S,0.191
2821,1587254,2014-05-23,M4V,0.866
2757,1587729,2014-05-24,M4R,3.15
2754,1587363,2014-05-24,M4S,1.18
2708,1588761,2014-05-25,M4B,0.624
2731,1587652,2014-05-25,M5M,6.97
2740,1587851,2014-05-25,M1L,<0.0500
2684,1587784,2014-05-26,M9B,0.0575
2585,1587753,2014-05-26,M5N,0.0958
2700,1587008,2014-05-26,M4J,1.51
2590,1587760,2014-05-26,M8Y,<0.0500
2648,1587684,2014-05-26,M4E,0.154
2600,1587695,2014-05-26,M6R,3.24
2679,1586531,2014-05-26,M9N,<0.0500
2603,1589172,2014-05-26,M6N,0.115
2653,1587926,2014-05-26,M4L,0.112
2584,1587073,2014-05-26,M6S,0.374
2613,1589079,2014-05-26,M4K,0.140
2592,1587398,2014-05-26,M6P,1.62
2481,1588989,2014-05-27,M8Y,0.0980
2500,1590754,2014-05-27,M4R,3.50
2489,1588962,2014-05-27,M1K,<0.0500
2556,1589489,2014-05-27,M3A,0.487
2574,1589943,2014-05-27,M4J,2.16
2555,1587987,2014-05-27,M6P,<0.0500
2519,1588969,2014-05-27,M4N,3.75
2507,1587948,2014-05-27,M6S,0.202
2446,1587310,2014-05-28,M4T,8.99
2436,1589165,2014-05-28,M5R,0.241
2425,1588806,2014-05-28,M6G,0.374
2440,1588813,2014-05-28,M6S,<0.0500
2434,1588896,2014-05-28,M6R,0.129
2401,1589173,2014-05-28,M8Z,0.0622
2399,1588904,2014-05-28,M2N,4.42
2431,1589915,2014-05-28,M4G,6.70
2445,1590435,2014-05-28,M6G,2.97
2473,1588758,2014-05-28,M9W,0.0652
2339,1589262,2014-05-29,M4L,0.114
2344,1590656,2014-05-29,M5M,4.50
2323,1591033,2014-05-29,M6E,0.346
2353,1589385,2014-05-29,M4L,0.538
2349,1587639,2014-05-29,M4N,4.99
2330,1589967,2014-05-29,M6S,0.0672
2364,1589510,2014-05-29,M4E,1.47
2346,1589459,2014-05-29,M6R,5.61
2378,1590374,2014-05-29,M6P,<0.0500
2325,1590734,2014-05-29,M1M,0.217
2365,1589314,2014-05-29,M4J,1.83
2294,1589080,2014-05-30,M4M,8.23
2280,1591574,2014-05-30,M6H,0.125
2262,1590414,2014-05-30,M8X,0.953
2272,1590164,2014-05-30,M6C,35.4
2310,1590166,2014-05-30,M6J,15.0
2279,1590411,2014-05-30,M6S,0.106
2286,1590160,2014-05-30,M6S,0.583
2251,1591649,2014-05-31,M6H,0.206
2230,1591380,2014-06-01,M6R,2.91
2242,1597279,2014-06-01,M6R,0.0513
2223,1591377,2014-06-01,M4C,4.04
2220,1591218,2014-06-01,M4B,<0.0500
2234,1591253,2014-06-01,M4K,0.665
2241,1590614,2014-06-01,M4R,1.81
2237,1590163,2014-06-01,M4R,2.09
2240,1596704,2014-06-01,M6S,0.0875
2224,1591630,2014-06-01,M6P,3.23
2228,1589990,2014-06-01,M4S,0.277
2239,1596876,2014-06-01,M4E,0.116
2243,1590881,2014-06-01,M6P,0.289
2236,1591635,2014-06-01,M8Z,0.109
2225,1598349,2014-06-01,M4J,2.08
2227,1591444,2014-06-01,M9B,1.35
2221,1597280,2014-06-01,M6S,0.307
2232,1591432,2014-06-01,M6R,0.0965
2222,1591542,2014-06-01,M4L,12.2
2235,1591194,2014-06-01,M4E,1.29
2244,1591636,2014-06-01,M6N,2.21
2233,1591287,2014-06-01,M4B,<0.0500
2146,1591277,2014-06-02,M4C,0.160
2155,1590768,2014-06-02,M1K,<0.0500
2192,1591548,2014-06-02,M4M,4.33
2158,1591390,2014-06-02,M6S,1.15
2143,1591381,2014-06-02,M4J,0.256
2186,1591618,2014-06-02,M4J,0.144
2169,1591489,2014-06-02,M6N,4.00
2154,1591646,2014-06-02,M4J,0.981
2217,1590615,2014-06-02,M3C,<0.0500
2171,1591378,2014-06-02,M6R,0.143
2204,1596990,2014-06-02,M4L,1.86
2199,1596976,2014-06-02,M4E,<0.0500
2211,1591558,2014-06-02,M6P,5.54
2206,1590416,2014-06-02,M4N,0.106
2198,1590831,2014-06-02,M5M,0.0878
2151,1590459,2014-06-02,M6P,0.104
2162,1596803,2014-06-02,M6J,8.01
2180,1591362,2014-06-02,M4E,<0.0500
2173,1591556,2014-06-02,M6R,4.66
2179,1591123,2014-06-02,M4J,0.283
2147,1591387,2014-06-02,M6K,0.127
2216,1590152,2014-06-02,M5P,0.200
2166,1591281,2014-06-02,M4L,0.0836
2174,1591567,2014-06-02,M5R,0.553
2208,1591270,2014-06-02,M4J,0.0739
2190,1594017,2014-06-02,M6C,0.0572
2159,1591243,2014-06-02,M4K,4.63
2202,1591389,2014-06-02,M9V,0.0524
2160,1591633,2014-06-02,M6P,3.92
2148,1596764,2014-06-02,M5M,0.226
2161,1591279,2014-06-02,M4G,0.555
2142,1590821,2014-06-02,M4P,1.40
2187,1590386,2014-06-02,M4R,1.49
2145,1597235,2014-06-02,M8V,0.930
2215,1591620,2014-06-02,M6S,<0.0500
2209,1591623,2014-06-02,M6J,0.169
2172,1590449,2014-06-02,M6G,<0.0500
2196,1597252,2014-06-02,M4T,0.130
2193,1594453,2014-06-02,M6S,0.0658
2149,1595406,2014-06-02,M4K,1.36
2167,1591363,2014-06-02,M4K,0.531
2157,1591383,2014-06-02,M8V,0.0509
2195,1590646,2014-06-02,M3H,0.250
2188,1594076,2014-06-02,M4G,0.187
2197,1590635,2014-06-02,M5P,0.0518
2212,1590419,2014-06-02,M5R,<0.0500
2183,1591484,2014-06-02,M6S,3.36
2175,1597288,2014-06-02,M5S,0.0520
2178,1596977,2014-06-02,M6B,0.148
2219,1591286,2014-06-02,M4C,0.117
2181,1591419,2014-06-02,M6P,0.221
2207,1591647,2014-06-02,M6P,0.964
2176,1591486,2014-06-02,M6P,0.0565
2156,1596215,2014-06-02,M5P,0.156
2177,1591628,2014-06-02,M8Y,0.287
2218,1591559,2014-06-02,M4G,0.168
2201,1591010,2014-06-02,M6C,1.35
2164,1591356,2014-06-02,M4J,0.0823
2165,1597010,2014-06-02,M6G,10.0
2144,1597104,2014-06-02,M4K,0.210
2214,1591619,2014-06-02,M9C,0.0560
2170,1590612,2014-06-02,M5M,0.0619
2182,1591450,2014-06-02,M6P,0.158
2203,1590785,2014-06-02,M4R,0.683
2210,1591557,2014-06-02,M6N,3.79
2137,1591424,2014-06-03,M6N,3.12
2133,1591087,2014-06-03,M6C,0.0906
2111,1594667,2014-06-03,M4E,8.53
2128,1596868,2014-06-03,M4L,<0.0500
2121,1591052,2014-06-03,M4N,2.76
2138,1608405,2014-06-03,M6S,0.103
2103,1592940,2014-06-03,M6P,0.0782
2104,1594074,2014-06-03,M4N,0.0515
2135,1591280,2014-06-03,M4E,1.89
2123,1593145,2014-06-03,M6S,0.297
2102,1594064,2014-06-03,M5M,0.405
2084,1595453,2014-06-03,M5S,0.906
2087,1598987,2014-06-03,M6S,0.368
2089,1596866,2014-06-03,M6K,3.23
2101,1591141,2014-06-03,M4G,0.332
2083,1594056,2014-06-03,M6C,0.0871
2122,1590758,2014-06-03,M1S,0.125
2132,1591522,2014-06-03,M6P,0.109
2126,1591283,2014-06-03,M4J,0.342
2124,1590638,2014-06-03,M4R,0.174
2091,1592969,2014-06-03,M6S,0.0768
2120,1591382,2014-06-03,M9A,0.356
2110,1597909,2014-06-03,M4B,1.44
2093,1593096,2014-06-03,M6H,0.700
2139,1596903,2014-06-03,M4K,1.21
2119,1591622,2014-06-03,M4J,1.32
2127,1597011,2014-06-03,M5R,0.116
2112,1597013,2014-06-03,M5M,7.18
2134,1591159,2014-06-03,M4J,0.0673
2085,1591360,2014-06-03,M4L,2.57
2140,1591386,2014-06-03,M6E,0.0923
2130,1591125,2014-06-03,M4E,0.0974
2131,1591575,2014-06-03,M9B,0.0551
2116,1593137,2014-06-03,M6P,0.0674
2097,1591376,2014-06-03,M6G,3.21
2109,1593136,2014-06-03,M6P,0.140
2115,1593790,2014-06-03,M3H,0.0894
2136,1591355,2014-06-03,M6S,1.98
2105,1593012,2014-06-03,M6S,7.71
2086,1591366,2014-06-03,M4G,0.363
2107,1591388,2014-06-03,M8V,<0.0500
2117,1591639,2014-06-03,M6H,<0.0500
2090,1597872,2014-06-03,M4N,3.87
2106,1597914,2014-06-03,M4L,2.86
2118,1596744,2014-06-03,M4G,1.32
2100,1596706,2014-06-03,M5R,<0.0500
2082,1591645,2014-06-03,M6P,1.53
2094,1594093,2014-06-03,M4N,2.59
2129,1597739,2014-06-03,M4J,2.06
2125,1597906,2014-06-03,M4N,0.0805
2041,1597089,2014-06-04,M4G,0.402
2037,1597248,2014-06-04,M4K,0.0502
2027,1594061,2014-06-04,M5M,0.0546
2069,1593010,2014-06-04,M6P,0.134
2051,1594039,2014-06-04,M6C,0.0530
2065,1597806,2014-06-04,M4E,1.77
2018,1593141,2014-06-04,M9N,1.88
2010,1592971,2014-06-04,M1K,<0.0500
2023,1597927,2014-06-04,M4C,0.0888
2020,1593013,2014-06-04,M6S,0.0560
2061,1593118,2014-06-04,M6S,0.226
2011,1594073,2014-06-04,M4N,0.870
2042,1594026,2014-06-04,M4S,3.09
2026,1594089,2014-06-04,M4R,0.476
2044,1594053,2014-06-04,M5M,0.0834
2029,1593089,2014-06-04,M6S,0.123
2076,1600023,2014-06-04,M4L,<0.0500
2080,1593131,2014-06-04,M9C,0.234
2056,1596867,2014-06-04,M4E,0.816
2012,1593163,2014-06-04,M6S,0.561
2024,1597719,2014-06-04,M4E,1.31
2079,1593149,2014-06-04,M6P,0.248
2009,1592970,2014-06-04,M6R,2.95
2025,1593103,2014-06-04,M6S,<0.0500
2014,1593143,2014-06-04,M6S,0.107
2039,1593171,2014-06-04,M6R,0.428
2045,1594526,2014-06-04,M6R,2.07
2077,1597002,2014-06-04,M4L,3.24
2013,1593138,2014-06-04,M6S,0.105
2064,1591266,2014-06-04,M4J,<0.0500
2050,1593146,2014-06-04,M6S,<0.0500
2054,1594072,2014-06-04,M5P,0.213
2071,1594094,2014-06-04,M4R,4.39
2048,1597290,2014-06-04,M4J,<0.0500
2038,1592915,2014-06-04,M6P,<0.0500
2040,1593005,2014-06-04,M6P,0.815
2060,1593003,2014-06-04,M6P,0.275
2046,1594071,2014-06-04,M5M,0.102
2057,1596978,2014-06-04,M4G,0.124
2008,1593148,2014-06-04,M6R,0.0938
2017,1597249,2014-06-04,M4M,3.71
2043,1593099,2014-06-04,M6R,<0.0500
2066,1595385,2014-06-04,M8V,0.0856
2075,1593004,2014-06-04,M6R,0.209
2068,1592968,2014-06-04,M6S,3.33
2022,1594781,2014-06-04,M4E,4.18
2030,1596806,2014-06-04,M4C,0.236
2063,1597012,2014-06-04,M4E,0.222
2034,1593132,2014-06-04,M6C,0.128
2019,1593007,2014-06-04,M6P,2.71
2058,1592965,2014-06-04,M6E,1.87
2047,1592900,2014-06-04,M6S,0.152
2062,1597080,2014-06-04,M6G,0.648
2055,1596872,2014-06-04,M4M,2.35
2067,1595285,2014-06-04,M5M,<0.0500
2032,1594758,2014-06-04,M4E,2.17
2052,1597236,2014-06-04,M8V,<0.0500
2031,1597928,2014-06-04,M4L,0.0902
2081,1592967,2014-06-04,M6S,<0.0500
2021,1593011,2014-06-04,M6P,1.05
2078,1591357,2014-06-04,M4G,0.493
1972,1594077,2014-06-05,M4N,1.73
1982,1595308,2014-06-05,M5M,2.92
1983,1595355,2014-06-05,M4L,0.376
1956,1594524,2014-06-05,M6G,0.751
1984,1594677,2014-06-05,M6P,5.43
1973,1591193,2014-06-05,M4L,2.26
1964,1597049,2014-06-05,M4J,0.124
2001,1594733,2014-06-05,M1P,0.828
2002,1594521,2014-06-05,M8Z,0.0514
1959,1597108,2014-06-05,M4E,3.23
1967,1593028,2014-06-05,M6P,1.51
1998,1597019,2014-06-05,M4J,<0.0500
1953,1597253,2014-06-05,M5S,0.248
1990,1597786,2014-06-05,M4C,0.947
1993,1594070,2014-06-05,M4N,0.158
1962,1593842,2014-06-05,M4P,8.89
1971,1594058,2014-06-05,M4W,2.20
1970,1593129,2014-06-05,M8X,0.167
1958,1592972,2014-06-05,M6P,0.0659
1996,1597801,2014-06-05,M4K,4.47
1963,1597251,2014-06-05,M6J,0.247
1955,1597833,2014-06-05,M4C,<0.0500
2006,1592899,2014-06-05,M6G,1.07
1987,1597895,2014-06-05,M4C,1.03
1977,1594068,2014-06-05,M5M,0.212
1988,1594697,2014-06-05,M1V,<0.0500
2007,1592964,2014-06-05,M6P,0.859
1957,1596741,2014-06-05,M4M,1.55
2003,1595311,2014-06-05,M6R,<0.0500
1960,1594660,2014-06-05,M5H,4.25
1999,1597802,2014-06-05,M4C,3.08
2000,1597778,2014-06-05,M4B,1.76
1995,1597006,2014-06-05,M4N,2.33
2004,1594027,2014-06-05,M6C,0.0606
1994,1597915,2014-06-05,M4C,1.22
1997,1596824,2014-06-05,M9B,0.0520
1968,1594038,2014-06-05,M5P,0.721
1985,1594685,2014-06-05,M9V,0.0779
2005,1595362,2014-06-05,M6G,0.319
1992,1594060,2014-06-05,M6M,<0.0500
1980,1594041,2014-06-05,M6G,6.46
1952,1597008,2014-06-05,M6J,1.52
1991,1594662,2014-06-05,M6H,0.0566
1979,1597896,2014-06-05,M4C,0.164
1975,1593144,2014-06-05,M6M,0.212
1965,1597925,2014-06-05,M4L,0.983
1961,1597870,2014-06-05,M4E,0.106
1978,1596907,2014-06-05,M4C,0.506
1945,1597090,2014-06-06,M5S,<0.0500
1912,1594728,2014-06-06,M6P,0.211
1910,1594641,2014-06-06,M6S,6.10
1941,1596917,2014-06-06,M4C,1.43
1930,1594624,2014-06-06,M6P,0.301
1917,1594553,2014-06-06,M6E,1.48
1929,1593795,2014-06-06,M5M,0.106
1938,1594878,2014-06-06,M4E,0.150
1926,1596892,2014-06-06,M4C,9.78
1919,1597102,2014-06-06,M4C,0.200
1951,1594671,2014-06-06,M9P,0.129
1944,1593134,2014-06-06,M6S,0.0773
1913,1594852,2014-06-06,M6P,0.893
1905,1593859,2014-06-06,M5R,<0.0500
1932,1597083,2014-06-06,M4E,1.96
1943,1594538,2014-06-06,M6P,2.21
1947,1594868,2014-06-06,M4E,0.112
1950,1595379,2014-06-06,M4M,0.480
1922,1597770,2014-06-06,M4C,5.99
1933,1595403,2014-06-06,M6R,1.40
1923,1594816,2014-06-06,M1V,0.0830
1928,1594698,2014-06-06,M4M,11.3
1899,1594045,2014-06-06,M4S,0.125
1915,1593596,2014-06-06,M2N,0.0637
1920,1594040,2014-06-06,M5M,2.70
1949,1594096,2014-06-06,M5M,2.32
1914,1594663,2014-06-06,M6S,0.123
1935,1595294,2014-06-06,M4L,0.628
1925,1596455,2014-06-06,M6P,0.0992
1946,1594176,2014-06-06,M4R,<0.0500
1931,1597294,2014-06-06,M6J,1.36
1900,1593789,2014-06-06,M4R,<0.0500
1908,1594508,2014-06-06,M6S,0.0612
1898,1594729,2014-06-06,M9W,0.0598
1939,1597760,2014-06-06,M4K,2.92
1911,1599078,2014-06-06,M8Y,<0.0500
1940,1594528,2014-06-06,M6S,3.94
1906,1597027,2014-06-06,M6E,18.7
1921,1594051,2014-06-06,M2N,0.104
1902,1593867,2014-06-06,M4N,0.0694
1934,1597776,2014-06-06,M1L,0.188
1924,1594869,2014-06-06,M1V,0.0597
1903,1597240,2014-06-06,M4C,0.139
1918,1597772,2014-06-06,M4C,3.20
1896,1598807,2014-06-07,M6P,0.263
1897,1599149,2014-06-07,M9C,0.0727
1892,1597088,2014-06-08,M5M,2.72
1891,1597237,2014-06-08,M4S,0.293
1884,1594054,2014-06-08,M6C,1.29
1894,1596914,2014-06-08,M5S,0.299
1886,1595358,2014-06-08,M2N,4.73
1889,1594862,2014-06-08,M6E,4.74
1895,1595309,2014-06-08,M4W,0.433
1888,1594454,2014-06-08,M6H,3.19
1887,1594699,2014-06-08,M6C,4.95
1837,1594530,2014-06-09,M6S,0.407
1878,1594656,2014-06-09,M4G,4.08
1854,1594006,2014-06-09,M5N,1.48
1846,1595359,2014-06-09,M4E,0.116
1874,1594052,2014-06-09,M2M,<0.0500
1838,1597924,2014-06-09,M4M,1.44
1845,1594751,2014-06-09,M6R,0.0552
1865,1598710,2014-06-09,M4N,<0.0500
1876,1595387,2014-06-09,M4N,1.06
1875,1594075,2014-06-09,M6C,<0.0500
1880,1594639,2014-06-09,M6S,<0.0500
1871,1594750,2014-06-09,M6E,2.34
1861,1593754,2014-06-09,M5M,0.285
1856,1598702,2014-06-09,M2R,0.0506
1839,1594864,2014-06-09,M1N,0.977
1879,1597795,2014-06-09,M4L,1.87
1840,1597905,2014-06-09,M4L,1.33
1873,1598959,2014-06-09,M5S,0.141
1867,1594460,2014-06-09,M6E,3.28
1842,1594670,2014-06-09,M8Z,0.0635
1852,1602145,2014-06-09,M6S,0.524
1851,1597710,2014-06-09,M4C,4.12
1858,1594042,2014-06-09,M3A,0.103
1877,1595419,2014-06-09,M4N,3.80
1841,1594854,2014-06-09,M1T,0.512
1859,1594055,2014-06-09,M5P,0.0990
1843,1597277,2014-06-09,M4E,5.77
1850,1597837,2014-06-09,M4J,0.208
1847,1598909,2014-06-09,M2M,0.396
1866,1596821,2014-06-09,M5M,4.87
1848,1594756,2014-06-09,M6R,1.08
1868,1594655,2014-06-09,M9B,<0.0500
1881,1597874,2014-06-09,M4K,0.201
1864,1594734,2014-06-09,M4N,0.134
1857,1599077,2014-06-09,M4N,0.517
1860,1594050,2014-06-09,M6C,0.0656
1844,1594736,2014-06-09,M8Y,0.491
1849,1597033,2014-06-09,M8Y,0.158
1862,1597092,2014-06-09,M6E,1.85
1833,1594095,2014-06-09,M5M,<0.0500
1870,1594678,2014-06-09,M9B,0.102
1872,1595383,2014-06-09,M6J,0.241
1830,1594661,2014-06-10,M9R,0.300
1776,1594494,2014-06-10,M6R,0.566
1786,1595312,2014-06-10,M4V,0.181
1812,1594735,2014-06-10,M6E,0.249
1822,1598714,2014-06-10,M2H,0.0818
1817,1597799,2014-06-10,M4M,1.35
1788,1597030,2014-06-10,M5B,0.880
1826,1594499,2014-06-10,M6R,1.90
1800,1595327,2014-06-10,M5N,2.14
1779,1597087,2014-06-10,M4C,1.42
1815,1597737,2014-06-10,M4L,1.59
1828,1594523,2014-06-10,M6J,2.42
1821,1603533,2014-06-10,M1L,0.417
1801,1597800,2014-06-10,M4C,0.0988
1796,1595286,2014-06-10,M4J,<0.0500
1798,1594669,2014-06-10,M9V,<0.0500
1808,1597272,2014-06-10,M5M,1.53
1780,1597926,2014-06-10,M4J,0.949
1804,1597052,2014-06-10,M4L,0.389
1795,1597807,2014-06-10,M4J,0.213
1827,1600036,2014-06-10,M4J,4.46
1825,1594659,2014-06-10,M6P,0.189
1805,1595401,2014-06-10,M5M,1.39
1831,1599319,2014-06-10,M4N,1.83
1785,1597009,2014-06-10,M4J,0.575
1820,1594696,2014-06-10,M1S,0.0732
1778,1594515,2014-06-10,M6R,2.16
1784,1594498,2014-06-10,M6R,0.663
1803,1594623,2014-06-10,M6P,<0.0500
